word,keyword,spiderId,originText,Relevance,Importance,Sentiment,Dimension,Reason
各有各的特点,白糖罂荔枝,1,"桂花香和妃子笑下市，白糖罂和荔枝王后期即将结束，无核荔枝正当季，桂味和糯米糍开始上市。
	
??所有的水果基本都遵循一个规律，根据日光照射的时长，前期品种口感甜度方面都不如晚熟品种。
	
??荔枝和车厘子??很类似，都有很多的品种。
1??桂花香
最早上市的是桂花香，像车厘子??中的布鲁克斯，除了上市早，真的的没什么特点，核大，口感差，价格高，尤其今天上市刚好赶到上海疫情??最严重的时候，价格方面超坚挺。
2??妃子笑
量大款，颜值一般，口感一般，价格便宜，大家在商超买到的基本都是这款。
3??白糖罂
前中期很优秀的品种，口感好，甜度高，颜值高，果子也大，价格适中，比价推荐的品种。
4??荔枝王和无核
两款放在一起说，是因为两款各有各的特点。
荔枝王??说实话我个人不是很推荐的，它的口感表现一直很差，不过大也是它最大的亮点。
	
无核荔枝??无核其实颜值不是特别优秀的品种，特点是它没有核，吃起来比较过瘾，口感方面只能说中等。
	
5??桂味和糯米糍
非常优秀的2个品种，这两天都上市了，口感巅峰时期都是可以做到碾压的姿态。
????????????
这两天购买荔枝的话，个人建议是：
	
1??白糖罂/荔枝王。因为",10,8,8,品种,用户关注荔枝的不同品种及其特点
颜值高,白糖罂荔枝,1,"桂花香和妃子笑下市，白糖罂和荔枝王后期即将结束，无核荔枝正当季，桂味和糯米糍开始上市。
	
??所有的水果基本都遵循一个规律，根据日光照射的时长，前期品种口感甜度方面都不如晚熟品种。
	
??荔枝和车厘子??很类似，都有很多的品种。
1??桂花香
最早上市的是桂花香，像车厘子??中的布鲁克斯，除了上市早，真的的没什么特点，核大，口感差，价格高，尤其今天上市刚好赶到上海疫情??最严重的时候，价格方面超坚挺。
2??妃子笑
量大款，颜值一般，口感一般，价格便宜，大家在商超买到的基本都是这款。
3??白糖罂
前中期很优秀的品种，口感好，甜度高，颜值高，果子也大，价格适中，比价推荐的品种。
4??荔枝王和无核
两款放在一起说，是因为两款各有各的特点。
荔枝王??说实话我个人不是很推荐的，它的口感表现一直很差，不过大也是它最大的亮点。
	
无核荔枝??无核其实颜值不是特别优秀的品种，特点是它没有核，吃起来比较过瘾，口感方面只能说中等。
	
5??桂味和糯米糍
非常优秀的2个品种，这两天都上市了，口感巅峰时期都是可以做到碾压的姿态。
????????????
这两天购买荔枝的话，个人建议是：
	
1??白糖罂/荔枝王。因为",6,6,7,颜值,用户关注荔枝的外观是否美观
品质问题,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",10,9,2,品质,出现品质问题，新鲜度坏果率高
新鲜度,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",10,9,2,品质,出现品质问题，新鲜度坏果率高
口感欠缺,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",9,8,3,口感,口感欠缺
甜度一般,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",9,8,3,口感,口感欠缺
肉心酸感,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",8,7,3,酸感,肉心部分带酸感
无核荔枝,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",9,9,8,无核,适合入手，价格适中
适合入手,白糖罂荔枝,1,"接近后期的原因，开始出现品质问题，新鲜度坏果率需要大家注意??
2??桂味/糯米糍。虽然上市了，这几天市场上到货的几款都去尝了下，口感方面说实话还是欠缺太多，甜度一般，肉心部分带酸感，还要再到货一两批才适合大家入手。
3??无核荔枝
无核是两天个人感觉适合入手的，价格方面现在也比较适中，大家可以当作桂味前的过度。
#荔枝[话题]# #大爱水果季[话题]# #上海美食[话题]# #水果[话题]#
无核荔枝多少钱一箱？",9,9,8,无核,适合入手，价格适中
清甜,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",9,8,9,口感,用户反馈荔枝肉质爽滑
多汁,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",9,8,9,口感,用户反馈荔枝肉质爽滑
桂味,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",8,7,7,品种,用户期待多个品种荔枝的上市
无核,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",8,7,7,品种,用户期待多个品种荔枝的上市
糯米糍,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",8,7,7,品种,用户期待多个品种荔枝的上市
现摘,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",7,6,8,新鲜,用户反馈荔枝是果园现摘现发的
现发,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",7,6,8,新鲜,用户反馈荔枝是果园现摘现发的
不泡水,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",7,6,8,新鲜,用户反馈荔枝是果园现摘现发的
爽滑,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",7,4,8,口感,用户对白糖罂荔枝口感的评价
肉质,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",7,4,8,口感,用户对白糖罂荔枝口感的评价
清甜,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",6,3,8,甜度,用户反馈荔枝清甜
应季水果,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",5,3,7,应季,用户用了多个话题来描述荔枝是当季水果
水果季节,白糖罂荔枝,1,"我们的白糖罂在5月20日就已经开始陆续发出啦！！这几天陆续都有好多宝反馈说荔枝好好吃哦！！我真的很开心！！[派对R][派对R]白糖罂清甜多汁，肉质爽滑，果期大概还有一个星期左右哈！！[黄金薯R]
	
我们的荔枝都是果园现摘现发的哈，不泡水！！从不泡水！！宝子们可以放心炫起来哦！！[斜眼R]后面我们还有桂味、糯米糍、无核荔枝等多个荔枝品种哦！！??
#荔枝[话题]##广东荔枝[话题]##白糖罂[话题]##白糖罂荔枝[话题]##水果[话题]##应季水果[话题]##新鲜水果[话题]##大爱水果季节[话题]##无核荔枝[话题]##桂味[话题]##糯米糍荔枝[话题]##最爱吃的水果[话题]# #618小红书买买节[话题]#",5,3,7,应季,用户用了多个话题来描述荔枝是当季水果
肉脆,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",10,8,9,口感,用户评论中多次提到了lychee的肉质鲜嫩爽脆，味道清甜。
清甜口,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",10,8,9,口感,用户评论中多次提到了lychee的肉质鲜嫩爽脆，味道清甜。
口感好,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",10,8,9,口感,用户评论中多次提到了lychee的肉质鲜嫩爽脆，味道清甜。
鲜美,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",10,8,9,口感,用户评论中多次提到了lychee的肉质鲜嫩爽脆，味道清甜。
爽口,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",10,8,9,口感,用户评论中多次提到了lychee的肉质鲜嫩爽脆，味道清甜。
价格,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",9,7,5,价格,用户评论中除了对lychee的口感赞誉之外，还不断提到价格问题，即使是顺丰空运，价格仍然较贵，但此产品价格定在6/一斤，是用户关心的一个主要维度。
有点小贵,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",9,7,5,价格,用户评论中除了对lychee的口感赞誉之外，还不断提到价格问题，即使是顺丰空运，价格仍然较贵，但此产品价格定在6/一斤，是用户关心的一个主要维度。
价格定得好,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",9,7,5,价格,用户评论中除了对lychee的口感赞誉之外，还不断提到价格问题，即使是顺丰空运，价格仍然较贵，但此产品价格定在6/一斤，是用户关心的一个主要维度。
价格实惠,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",9,7,5,价格,用户评论中除了对lychee的口感赞誉之外，还不断提到价格问题，即使是顺丰空运，价格仍然较贵，但此产品价格定在6/一斤，是用户关心的一个主要维度。
当天下当天到,白糖罂荔枝,1,"图中是白蜡荔枝
特点是大颗，肉脆，清甜口
吃下不会有奇怪的果酸长时间停留嘴里
刚上市，价格有点小贵
【顺丰空运】运费+纸箱+冰袋都很贵
所以！！！价格定在6/一斤
广东茂名高州发货
广东省内68/5斤 108/10斤
下单是当天下，第二天到
卡的时间合适，当天下当天到??
其他地区想吃的兄弟姐妹，需要加邮费
熟了能发货我才宣传不知道来得及吗？不用等，能快速发货[皱眉R]
白蜡荔枝好吃的，想吃白糖罂、桂味、糯米糍的也可以蹲一下
	
#应季水果[话题]# #荔枝[话题]# #新鲜水果[话题]# #白蜡荔枝[话题]# #桂味[话题]# #桂味荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# #茂名高州[话题]# #广东荔枝[话题]# #果园[话题]# #果园直发[话题]#
白糖罂准备也成熟了，价格不跟上市价，网上做最合适的价格，空运的运费真的很贵。想吃的姐妹多，怕麻烦的话我研究一下开店",7,6,8,发货,用户评论中多次提到快递的发货速度和及时送达，作为用户关心的维度之一。
